Timestamp,Module,Message Class (Log Level),Function,Message,Application state,Queue,Thread ID,App,File,Line
" 2022-04-03T15:09:01.810-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getVaultDataWithError:],"Unable to get any data from legacy vault, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1116
" 2022-04-03T15:09:01.811-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getDataFromKeychainWithAccessAttrAndError:],"ConfigManagerAuthVault: Unable to get data from keychain, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,740
" 2022-04-03T15:09:01.811-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage getAttributes],"ConfigManagerAuthVault: Failed to get vault attributes. Error: Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1166
" 2022-04-03T15:09:01.811-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_initializeStorageData:],"There was a problem trying to getDataFromKeychainWithError, error = Error Domain=CTXMAMDataStorageError Code=90005 "An error occurred on one of the underlying systems." UserInfo={NSLocalizedDescription=An error occurred on one of the underlying systems., NSUnderlyingError=0x282858750 {Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}}}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,604
" 2022-04-03T15:09:01.811-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMConfigManager initializeSharedStorageWithName:andStorageType:andPolicyMode:andAllowBackgroundAccess:],"Failed to initialize storage ConfigManagerAuthVault with error 90005",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,203
" 2022-04-03T15:09:01.811-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getDataFromKeychainWithAccessAttrAndError:],"ConfigManagerSharedVault: Unable to get data from keychain, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,740
" 2022-04-03T15:09:01.811-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage getAttributes],"ConfigManagerSharedVault: Failed to get vault attributes. Error: Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1166
" 2022-04-03T15:09:01.811-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_migrateDataFromOldVaultIfRequiredWithError:],"getDataFromKeychainWithError failed with error = Error Domain=CTXMAMDataStorageError Code=90005 "An error occurred on one of the underlying systems." UserInfo={NSLocalizedDescription=An error occurred on one of the underlying systems., NSUnderlyingError=0x282858570 {Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}}}, will try to migrate data from old vault.",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1012
" 2022-04-03T15:09:01.811-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getVaultDataWithError:],"Unable to get any data from legacy vault, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1116
" 2022-04-03T15:09:01.811-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getDataFromKeychainWithAccessAttrAndError:],"ConfigManagerSharedVault: Unable to get data from keychain, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,740
" 2022-04-03T15:09:01.811-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage getAttributes],"ConfigManagerSharedVault: Failed to get vault attributes. Error: Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1166
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_initializeStorageData:],"There was a problem trying to getDataFromKeychainWithError, error = Error Domain=CTXMAMDataStorageError Code=90005 "An error occurred on one of the underlying systems." UserInfo={NSLocalizedDescription=An error occurred on one of the underlying systems., NSUnderlyingError=0x282851aa0 {Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}}}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,604
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMConfigManager initializeSharedStorageWithName:andStorageType:andPolicyMode:andAllowBackgroundAccess:],"Failed to initialize storage ConfigManagerSharedVault with error 90005",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,203
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getDataFromKeychainWithAccessAttrAndError:],"ConfigManagerPerAppVault.com.microsoft.msedge: Unable to get data from keychain, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,740
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage getAttributes],"ConfigManagerPerAppVault.com.microsoft.msedge: Failed to get vault attributes. Error: Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1166
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_migrateDataFromOldVaultIfRequiredWithError:],"getDataFromKeychainWithError failed with error = Error Domain=CTXMAMDataStorageError Code=90005 "An error occurred on one of the underlying systems." UserInfo={NSLocalizedDescription=An error occurred on one of the underlying systems., NSUnderlyingError=0x282851590 {Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}}}, will try to migrate data from old vault.",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1012
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getVaultDataWithError:],"Unable to get any data from legacy vault, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1116
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getDataFromKeychainWithAccessAttrAndError:],"ConfigManagerPerAppVault.com.microsoft.msedge: Unable to get data from keychain, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,740
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage getAttributes],"ConfigManagerPerAppVault.com.microsoft.msedge: Failed to get vault attributes. Error: Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1166
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_initializeStorageData:],"There was a problem trying to getDataFromKeychainWithError, error = Error Domain=CTXMAMDataStorageError Code=90005 "An error occurred on one of the underlying systems." UserInfo={NSLocalizedDescription=An error occurred on one of the underlying systems., NSUnderlyingError=0x282858ae0 {Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}}}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,604
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMConfigManager initializeSharedStorageWithName:andStorageType:andPolicyMode:andAllowBackgroundAccess:],"Failed to initialize storage ConfigManagerPerAppVault.com.microsoft.msedge with error 90005",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,203
" 2022-04-03T15:09:01.812-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getDataFromKeychainWithAccessAttrAndError:],"ConfigManagerPublicSharedVault: Unable to get data from keychain, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,740
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage getAttributes],"ConfigManagerPublicSharedVault: Failed to get vault attributes. Error: Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1166
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_migrateDataFromOldVaultIfRequiredWithError:],"getDataFromKeychainWithError failed with error = Error Domain=CTXMAMDataStorageError Code=90005 "An error occurred on one of the underlying systems." UserInfo={NSLocalizedDescription=An error occurred on one of the underlying systems., NSUnderlyingError=0x282853b40 {Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}}}, will try to migrate data from old vault.",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1012
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getVaultDataWithError:],"Unable to get any data from legacy vault, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1116
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getDataFromKeychainWithAccessAttrAndError:],"ConfigManagerPublicSharedVault: Unable to get data from keychain, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,740
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage getAttributes],"ConfigManagerPublicSharedVault: Failed to get vault attributes. Error: Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1166
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_initializeStorageData:],"There was a problem trying to getDataFromKeychainWithError, error = Error Domain=CTXMAMDataStorageError Code=90005 "An error occurred on one of the underlying systems." UserInfo={NSLocalizedDescription=An error occurred on one of the underlying systems., NSUnderlyingError=0x282859470 {Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}}}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,604
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMConfigManager initializeSharedStorageWithName:andStorageType:andPolicyMode:andAllowBackgroundAccess:],"Failed to initialize storage ConfigManagerPublicSharedVault with error 90005",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,203
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getDataFromKeychainWithAccessAttrAndError:],"ConfigManagerCWASharedVault: Unable to get data from keychain, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,740
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage getAttributes],"ConfigManagerCWASharedVault: Failed to get vault attributes. Error: Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1166
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_migrateDataFromOldVaultIfRequiredWithError:],"getDataFromKeychainWithError failed with error = Error Domain=CTXMAMDataStorageError Code=90005 "An error occurred on one of the underlying systems." UserInfo={NSLocalizedDescription=An error occurred on one of the underlying systems., NSUnderlyingError=0x282859710 {Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}}}, will try to migrate data from old vault.",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1012
" 2022-04-03T15:09:01.813-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getVaultDataWithError:],"Unable to get any data from legacy vault, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1116
" 2022-04-03T15:09:01.814-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage p_getDataFromKeychainWithAccessAttrAndError:],"ConfigManagerCWASharedVault: Unable to get data from keychain, error = Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,740
" 2022-04-03T15:09:01.814-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage getAttributes],"ConfigManagerCWASharedVault: Failed to get vault attributes. Error: Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,1166
" 2022-04-03T15:09:01.814-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMDataStorage p_initializeStorageData:],"There was a problem trying to getDataFromKeychainWithError, error = Error Domain=CTXMAMDataStorageError Code=90005 "An error occurred on one of the underlying systems." UserInfo={NSLocalizedDescription=An error occurred on one of the underlying systems., NSUnderlyingError=0x282840cc0 {Error Domain=Citrix Code=-25300 "The item cannot be found." UserInfo={NSLocalizedDescription=The item cannot be found.}}}",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,604
" 2022-04-03T15:09:01.814-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMConfigManager initializeSharedStorageWithName:andStorageType:andPolicyMode:andAllowBackgroundAccess:],"Failed to initialize storage ConfigManagerCWASharedVault with error 90005",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,203
" 2022-04-03T15:09:01.814-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey LaunchDarklyFeatureManager, failed because the value was not found in the data store.",-,com.citrix.mamsdk.ConfigManagerSharedVault,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
" 2022-04-03T15:09:01.814-0400 ",CTXMAMCoreFramework,WARNING (3),-[CTXMAMConfigManager getConfigAsIdForKey:fromVault:defaultValue:outError:],"[CTXMAMDataStorage getDataAsObjectForKey:] returned with error: Error Domain=CTXMAMDataStorageError Code=90007 "The specified value was not found in the data store." UserInfo={NSLocalizedDescription=The specified value was not found in the data store.}, will return default value instead.",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMConfigurationManager/CTXMAMConfigManager.m,684
" 2022-04-03T15:09:01.815-0400 ",CTXMAMNetwork,INFO (4),+[CitrixMicroVPN load],"Citrix Micro VPN loads.",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/sdk_ctxmamnetwork_Release_22.1.0/CTXMAMNetwork/CitrixMicroVPN/CitrixMicroVPN/CitrixMicroVPN.m,478
" 2022-04-03T15:09:01.815-0400 ",CTXMAMNetwork,INFO (4),+[CitrixMicroVPN load],"Registered AGURLProtocol.",-,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/sdk_ctxmamnetwork_Release_22.1.0/CTXMAMNetwork/CitrixMicroVPN/CitrixMicroVPN/CitrixMicroVPN.m,481
" 2022-04-03T15:09:01.912-0400 ",CTXMAMCoreFramework,INFO (4),-[UIScene(CTXMAMScene) CTXMAMScene:willConnectToSession:options:],"scene:willConnectToSession:options:",Background,com.apple.main-thread,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/CTXMAMLifecycleProxy/UIScene+CTXMAMScene.m,132
" 2022-04-03T15:09:01.968-0400 ",CTXMAMCoreFramework,ERROR (2),-[CTXMAMDataStorage getDataAsObjectForKey:outError:]_block_invoke,"getDataForKey policyMode, failed because the value was not found in the data store.",Background,com.citrix.mamsdk.ConfigManagerSharedVault,103,Edge,/Users/jenkins/jenkins/workspace/iossdk_ctxmamcore_Release_22.1.0/CTXMAMCore/DataStorage/CTXMAMDataStorage.m,424
